project,bugId,repairActions,repairPatterns,repairTools,files,methods,classes,linesAdd,linesRem,linesMod,sizeInLines,chunks,spreadAllLines,spreadCodeOnly,mdAdd,mdRem,mdRen,mdParAdd,mdParRem,mdRetTyChange,mdParTyChange,mdModChange,mdOverride,mcAdd,mcRem,mcRepl,mcParSwap,mcParAdd,mcParRem,mcParValChange,mcMove,objInstAdd,objInstRem,objInstMod,varAdd,varRem,varRepl,exTryCatchAdd,exTryCatchRem,exThrowsAdd,exThrowsRem,condExpRed,condExpExpand,condExpMod,condBranIfAdd,condBranIfElseAdd,condBranElseAdd,condBranCaseAdd,condBranRem,assignAdd,assignRem,assignExpChange,loopAdd,loopRem,loopCondChange,loopInitVector,loopInitChange,tyChange,tyModChange,tyObj2Met,tyAdd,typImpInterf,retExpChange,retBranchAdd,retRem,wrapsIf,wrapsIfElse,wrapsElse,wrapsTryCatch,wrapsMethod,wrapsLoop,unwrapIfElse,unwrapMethod,unwrapTryCatch,condBlockExcAdd,condBlockRetAdd,condBlockOthersAdd,condBlockRem,copyPaste,missNullCheckP,missNullCheckN,expLogicExpand,expLogicReduce,expLogicMod,expArithMod,initFix,codeMove,wrongVarRef,wrongMethodRef,singleLine,constChange,notClassified,blockRemove,fixAPI,wrongComp,missComp,others,size1,size2,size3,size4,size5,size6,size7,size8,size9,size10,size10+,Observations,rtAcs,rtKali,rtDynaMoth,rtGenProg,rtDeepRepair,rtCardumen,rtssFix,rtHDRepair,rtElixir,rtJAID,rtGPFL,rtNopol
Mockito,2,4,1,0,1,2,1,7,0,0,7,3,25,13,x,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,import and instantiate a new Reporter object. It appears as an validation object/procedure.,,,,,,,,,,,,
Mockito,3,9,2,0,1,2,1,15,1,2,18,3,13,12,x,,,,,,,,,x,x,,,,,,,x,,,x,,,,,,,,,,,x,,,,x,,,x,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,
Mockito,4,3,4,0,1,3,1,3,0,2,5,3,251,223,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,x,,,x,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
Mockito,5,1,1,0,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,Change parameter type in catch command.,,,,,,,,,,,,
Mockito,6,3,3,0,1,20,1,0,0,20,20,20,320,41,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,Instantiates specific objects in place of call do Any.ANY,,,,,,,,,,,,
Mockito,7,2,1,0,1,1,1,1,0,0,1,1,0,0,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,x,,,,,,,,,,,Instantiates and initializes an TypeVariable vector.,,,,,,,,,,,,
Mockito,8,1,2,0,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,"Replaced and ""else"" with an ""else if""",,,,,,,,,,,,
Mockito,9,4,1,0,1,1,1,5,0,0,5,3,28,5,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
Mockito,10,7,0,0,1,4,1,5,0,5,10,7,81,36,x,,,x,,,,,,,,x,,x,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,x,,"Changes signature of existent methods, adding new params.",,,,,,,,,,,,
Mockito,11,7,2,0,1,2,1,8,0,1,9,3,5,4,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,x,x,,,,x,,,,,,,,,,,,,x,x,,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,
Mockito,12,3,1,0,1,1,1,4,0,0,4,3,2,1,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,
Mockito,13,3,2,0,1,1,1,2,0,1,3,3,5,3,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,
Mockito,14,4,2,0,2,2,2,4,0,1,5,5,109,80,,,,,,,,,,x,,,,,,x,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,"An existing parameter (""mode"") was wrapped by a constructor call, instantiating MockAwareVerificationMode object",,,,,,,,,,,,
Mockito,15,3,1,0,1,1,1,3,0,0,3,3,22,11,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,Instantiated a BeanPropertySetter object,,,,,,,,,,,,
Mockito,16,4,1,0,2,3,2,2,1,3,6,5,73,6,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,Merged two overloaded method definitions.,,,,,,,,,,,,
Mockito,17,6,2,0,2,3,2,7,0,2,9,6,80,61,,,,,,,,,,x,x,,,,,,,x,,,x,,,,,,,,,,,,,,,x,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,
Mockito,18,3,1,0,1,1,1,2,0,0,2,1,0,0,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,Returns instantiated ArrayList<Object>,,,,,,,,,,,,
Mockito,19,9,2,0,5,5,5,18,0,8,26,11,41,20,x,,,x,,,,,,x,,,,x,,,,x,,,,,,,,,,,,,x,x,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adds new parameter to existent method. Adjust code to reflect this.,,,,,,,,,,,,
Mockito,20,6,1,0,1,1,1,1,0,2,3,3,12,11,,,,,,,,,,x,,x,,,,,,x,,,x,,x,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,Instantiates an InstantiatonProvider object,,,,,,,,,,,,
Mockito,21,13,2,0,1,3,1,16,0,4,20,5,15,10,x,,x,x,,,,x,,x,,x,,,,,,,,,,,,,,x,,,,,x,,,,,x,,,x,,,,,,,,,,x,x,x,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,"Apply ""static"" modifier to withParams method",,,,,,,,,,,,
Mockito,22,2,1,0,1,1,1,2,0,1,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,
Mockito,23,11,2,0,1,5,2,15,0,3,18,8,77,48,x,,,,,,,,,x,,,,,,,,x,x,,,,,,,,,,,,x,,,,,x,x,,,,,,,x,x,,x,,x,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instantiates MockitoCore and ReturnsEmptyValues objects. Replaces instantiation of Answer to SerializabelAnswer object.,,,,,,,,,,,,
Mockito,24,3,2,0,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,"If-Else implicit in ""exp?x:y"" format",,,,,,,,,,,,
Mockito,25,9,0,0,1,6,1,25,2,4,31,10,71,29,,,,x,,,,,,x,x,,,x,,x,,x,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,
Mockito,26,1,2,0,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,x,,,x,,,,,,,,,,,,,,,,,,,,,,,
Mockito,27,2,1,0,1,1,1,0,1,1,2,1,0,0,,,,,,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,
Mockito,28,4,1,0,1,1,1,1,0,1,2,1,0,0,,,,,,,,,,x,,x,,,,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,Changes method signature adding new parameter.,,,,,,,,,,,,
Mockito,29,1,3,2,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,"Wrapping implicit in ""exp?x:y"" format",,,X,,,,,,,,,X
Mockito,30,4,1,0,2,2,2,1,0,2,3,3,3,3,,,,x,,,,,,,,x,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,x,,,,,,,,,"Adds new parameter to method signature, ajust code.",,,,,,,,,,,,
Mockito,31,3,0,0,1,1,1,2,0,1,3,2,51,25,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,
Mockito,32,2,1,0,1,1,1,4,0,1,5,2,30,25,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,
Mockito,33,7,3,0,1,1,1,11,0,1,12,2,1,0,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,x,,,,,x,,,x,,,,,,,,,,,x,x,,,,,,,,,,,x,x,,,,x,,,,,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,
Mockito,34,2,2,0,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,
Mockito,35,3,2,0,1,3,1,0,0,3,3,3,152,31,,,,,,,,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,
Mockito,36,3,1,0,1,1,1,4,0,0,4,2,191,146,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,Instantiates an Reporter object,,,,,,,,,,,,
Mockito,37,3,1,0,1,2,1,8,0,0,8,2,2,1,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,
Mockito,38,1,3,2,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,X,,,,,,,,,X
Time,1,7,4,0,2,2,2,9,3,1,13,3,4,4,,,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,x,,,x,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,x,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,2,5,4,0,2,2,2,6,0,1,7,3,230,108,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,x,,,x,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,
Time,3,1,2,0,1,10,1,20,0,0,20,20,242,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The patches makes a type of ""bypass"" null check, where the logic is applyed only if the value is different of null.",,,,,,,,,,,,
Time,4,3,3,7,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,,,x,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,x,,,,,,,,x,,,,,,,,,,,The swap was made on a constructor call.,,X,X,X,,X,,,X,,X,X
Time,5,12,2,0,1,1,1,6,0,6,12,2,1,1,,,,,,,,,,x,x,,,,,x,,x,,,x,,x,,,x,,,,x,x,,,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,
Time,6,7,3,0,1,3,2,26,0,0,26,3,805,556,,,,,,,,,,x,,,,,,,,x,,,x,,,,,x,,,,,x,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,x,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,
Time,7,5,1,3,1,1,1,1,1,0,2,2,2,2,,,,,,,,,,,x,x,,,,x,,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,x,,,,,,,,,,Move assignment of var and changed assignment expression.,,,X,,,X,,,,,,X
Time,8,6,5,0,1,1,1,3,0,2,5,3,6,6,,,,,,,,,,x,,,,,,,,x,,,,,,,,x,,,,x,x,,,,,,,x,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,x,x,,,,,,x,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,
Time,9,5,2,1,1,2,1,6,0,3,9,5,22,15,,,,,,,,,,,x,,,,,,,x,,,,,,,,x,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,X,,,,,,
Time,10,3,2,0,1,1,1,1,0,1,2,2,52,25,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,x,,,,,,,,,,Adds new variable and its initialization.,,,,,,,,,,,,
Time,11,5,1,6,1,1,1,1,0,4,5,1,0,0,x,,,,,,,,x,,x,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,Changed a static initialization for a method inline implementation.,,X,X,X,,X,,,X,,,X
Time,12,7,3,2,2,2,2,12,0,2,14,8,70,26,,,,,,,,,,x,,,,,,x,,x,,,x,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,x,,,x,,,,,,,,,x,,,x,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,The if/else added is implicit in the passed parameter format (exp?x:y) for the LocalDate constructor call.,,,,,,,,,,,X,X
Time,13,5,3,0,1,1,1,4,0,1,5,3,43,37,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,x,x,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,
Time,14,4,1,2,1,1,1,5,0,0,5,2,1,0,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,X,,,,,,,,,X
Time,15,2,1,2,1,1,1,3,0,0,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,X,,,,,,,,X,,,
Time,16,3,3,2,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,x,,,,,,x,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,x,,x,,,,,,,,x,,,,,,,,,,,Changes parameter for constructor call.,,,X,,,,,,,,,X
Time,17,11,3,1,1,1,1,13,0,5,18,5,8,2,,,,,,,,,,x,x,,,,,,,,,,x,x,,,,,,,,x,x,x,,,,x,,x,,,,,,,,,,,,x,x,,,,,,,,,,,x,,,,,,,,x,x,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,X,,,,,,
Time,18,5,2,2,1,1,1,12,0,0,12,2,3,3,,,,,,,,,,x,,,,,,,,,,,,,,x,,x,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,X,,,,,,X
Time,19,1,2,2,1,1,1,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,,X,,,,X
Time,20,6,4,0,1,1,1,6,0,2,8,3,4,4,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,x,x,,,,,,,,,,,x,x,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,
Time,21,10,3,0,1,1,1,12,2,4,18,5,10,6,,,,,,,,,,x,x,x,,,,x,,,,,x,,,,,,,,,x,x,,,,,x,,,x,,,x,,,,,,,,,,x,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,22,4,1,0,1,1,1,5,0,1,6,2,1,0,,,,,,,,,,x,,x,,,,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,x,,,,,,,,x,,,,,,,,,,,,,,,,,,
Time,23,3,2,0,1,1,1,5,4,4,13,8,17,17,,,,,,,,,,x,x,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,Changes entries in a key-value map.,,,,,,,,,,,,
Time,24,5,1,0,1,1,1,5,0,0,5,1,0,0,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,x,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,,,,,,,,,
Time,25,6,2,0,1,1,1,9,0,0,9,1,0,0,,,,,,,,,,x,,,,,,,,,,,x,,,,,,,,,,x,x,,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,
Time,26,2,2,0,1,7,1,0,0,7,7,7,98,84,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,x,,,,,,,,,,x,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,
Time,27,1,2,0,1,1,1,2,0,0,2,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,
